WORD,AFFIX,NOUN_CLASS,DESCRIPTION,POS,PAGE-COLUMN,FULL_ENTRY
urukômbamâzi,-kômb-,11,assèchement complet; sans une goutte d'eau.,n.,P572-C1,"urukômbamâzi, 11, (-kômb- racler, -zi 6 eau), assèchement complet; sans une goutte d'eau. || Par. ext. Complètement. Gutsîndwa urukômbamââzi, être battu à plate couture. Kwîba urukômbamâzi, être un filou, un fieffé voleur. Bāmwivye urukômbamâzi, on lui a tout volé."
umunywâmâzi,imi-,314,arc-en-ciel,n.,P572-C1,"umunywâmâzi, imi-, 314, (cfr -nyó- boire, -zi 6 eau), arc-en-ciel."
akanywâmâzi,utu-,,plante non identifiée,n.,P572-C1,"akanywâmâzi, utu-, (cfr le précédent), plante non identifiée."
intwângamâzi,twâng-,9|10,puce d'eau,n.,P572-C1,"intwângamâzi, 9|10, (-twâng- remuer un liquide en tournant, -zi 6 eau), daphnie, puce d'eau. Var. intêngarûzi. Syn. inyógarûzi."
ibîzi,-,8,quantité eau,n.,P572-C1,"ibîzi, 8, (cfr -zi 6), quantité eau. Inzòga bākānyé nââbí bakayivanga n’îbîzi vyínshi, de la bière brassée sans soin et allongée d'une grande quantité eau. Le préfixe -bi- implique un sens péjoratif."
icûzi,ivy-,718,fleuve,n.,P572-C1,"icûzi, ivy-, 718, (cfr -zi 11), fleuve. Icûzi cītwá Kōngo, le fleuve Congo."
urûzi,inzûzi,1110,"cours deau: rivière, ruisseau",n.,P572-C1,"urûzi, inzûzi, 1110, (cfr -zib- et -ûzi 7), cours deau: rivière, ruisseau. Urûzi rw’'isūmo, torrent. Umubuga wûrûzi, la berge de la rivière. Ukubá ku rûzi, vivre au bord de la rivière. Yarí yââbiriwe numwămi wó mu rûzi, elle avait été épousée par le roi de la rivière. Hagati mu rûzi, au milieu de.la rivière. Wà mugòre akīsubirira mu rûzi, et la femme retourna tranquillement dans la rivière. Aja kwîyahura yita mu rûzi, elle alla se suicider et elle se jeta à leau. V. -góma 3. Prov. 1109, 1757, 2107, 2578, 3161, 3439-3440, 3745, 3811."
icārūzi,ivyarūzi,718,serpentaire,n.,P572-C1,"icārūzi, ivyarūzi, 718, (cfr -zi 11), serpentaire : Gymnogenis typicus SMITH. || Albatros: Layard albatros."
umunyárūzi,aba-,1,riverain; gens habitués à la rivière,n.,P572-C1,"umunyárūzi, aba- 1)2, (cfr -zi 11), riverain; gens habitués à la rivière. Prov. 1699, 3489-3490."
ikinyárūzi,ibi-,11,La racine écrasée est appliquée sur les morsures de serpent.,n.,P572-C1,"ikinyárūzi, ibi-, (cfr -zi 11), Eriosema pentaphyllum HARMS. — La racine écrasée est appliquée sur les morsures de serpent."
inyóégarûûzi,-ôg-,9|10,puce d'eau.,n.,P572-C1,"inyóégarûûzi, 9|10, (-ôg- nager, 11 rivière), daphnie, puce dď'eau. Syn. intwângamâzi."
inyógarûûzi,-ôg-,9|10,canard zébré.,n.,P572-C1,"inyógarûûzi, 9|10, (-ôg- nager, -zi 11 rivière), canard zébré: Thalassornis leuconotus EYTON."
intâmayûrûzi,-tāma,9|10|11,pélican.,n.,P572-C1,"intâmayûrûzi, (-tāma 9j10 mouton, -yà de, -zi 11 rivière), pélican."
intêngarûzi,-teng-,9|10,"insecte aquatique, puce deau",n.,P572-C1,"intêngarûzi, 9|10, (-teng- faire prudemment, -zi 11 rivière), daphnie, insecte aquatique, puce deau. Var. intwângamâzi, inzêngarûzi."
inzêngarûzi,-zênger-,9|110,puce d'eau,n.,P572-C1,"inzêngarûzi, 9110, (-zêngerer- aller et venir, -zi 11 rivière), daphnie, puce d'eau. Var. v. le précédent."
akûzi,ut-,12,"filet deau, ruisseau, petite rivière",n.,P572-C1,"akûzi, ut-, 12(13, (cfr -zi 11), filet deau, ruisseau, petite rivière. || Utûzi, un peu deau (v. amâzi 6). Prov. 3954. kûzi, verbe défectif 1959, 611; RODE2i GEM, 1957, 3.3.2.): connaître, savoir, avoir l'expérience. Ndabîzi sé ?, le sais-je ? Simbizi, je wen sais rien. Sìindamăûzi, je ne le connatis pas. Mběcga nôné urabîzi ?, dis-moi, es-tu au courant ? Erega ababîzi barabîzi, ceux qui doivent le savoir sont au courant. Urabaza ababizi nêzá, tu dois interroger ceux qui le savent bien. Abazûngu băsanze Abarŭndi tûzi umwuga wubutáre, nous, les Rundis, connaissions, avant la venue des Blancs, emploi du minerai de fer. Ntā muntu ahagéra bátamûz kukó batīnyá kwîhōrwa, íí m'est permís à aucun inconnu d'y pénétrer car les bergers ont peur qu'on ne vienne se venger. Vyârabâye bítăbāye ntâ wubîzi, personne ne pourrait dire si les faits sont authentiques ou non. Sinzí kó yōcá inó, jfīgnore s'il va passer par ici. Sinzí ivyó bazigabúrira, je ne sais pas ce qwils leur donnent. Unó mugòore sînzí ahó yarêngutse ku mugabo wumutûnzi, la femme en question trouva à se caser chez un riche. Asanga sinzí ibibwôna, il remarqua quil y avait des bêtes qui le ravagent. Nănje síndahăzi nka nêzá, moi non plus, je ne sais pas exactement où. Muzōbi- sanga mu-nzu mútāzí abăbīzanye, vous les trouverez dans la maison sans savoir qui les a apportées. kigōyé kījé ahó kivá, cest une chose grave qui les surprend et dont ils ignorent lorigine. Nahora ngira ngo n'umugòre wanje gusa atāzí ubwênge nôné ní bōse, et moi qui croyais que ma femme seule était une cruche, maintenant je me rends compte que toutes les femmes le sont. Yâ ngwe nayó urujo rwatukuye, nayó ntīzí ingéne barandúra ubwcya, ikicarâmwo, igaca ihwêra, le léopard, le tesson une fois brûlant, ne savait pas comment arracher ses poils; il s'y assit et mourut aussitôt. Prov. 88, 165, 263, 289, 642-644, 714, 762, 792, 933, 1118, 1123, 1199, 1720, 1858, 1861, 1884, 1973, 2010, 2104-2105, 2163, 2168, 2170, 2363, 2567, 2700, 2867, 3542-3650, 3653-3661, 3900. (inv.), (-ânk- refuser, haïr, n-zi je sais, en le sachant), ioc. figée, avec malveillance, mauvaise volonté. Kugirira umuntu akânkánzi, refuser malicieusement d'obéir."
Utûzi,amâzi,6,un peu deau,n.,P572-C2,"ikitâzí, ibi, 718, (cfr -zi-), inintelligent, ignorant. Syn. ikidávyi. || Innocent, candide, qui nwa pas encore lâge de raison. Syn. igifátànzóka."
ikăzi,,,regrettable que perdu mon temps.,adj.,P572-C2,"ikăzi, 7, (cfr -zi), expérimenté. Ikízi vnumwănya wanje nātayé, c'est (bête) regrettable que perdu mon temps. Ikizi n’ûkó yagīyé ntámubōnye, cest dommage qwil soit parti sans que je le voie."
ikíntāzí,ibi-,7N|8N,"Poison d'origine animale prélevé sur des charognes d'hyène, de crocodile, de corbeau, d'ibis, etc.",n.,P572-C2,"ikíntāzí, ibi- 7N|8N, (cfr -zi), bête, sot, vaurien, fruit sec. Syn. igipfâycngo. || Poison d'origine animale prélevé sur des charognes d'hyène, de crocodile, de corbeau, d'ibis, etc. Un morceau de caméléon ou de serpent ferait également Paffaire, tout aussi bien qu'une parcelle de placenta humain décomposé. Littéralement, ikintaāzí signifie «un je-ne-sais-quoi». I| pourrait s'appliquer à toute viande en décomposition employée comme poison. Ce seraient surtout les vieilles femmes qui utiliseraient ce moyen de se débarraser de leurs ennemis, en mêlant à la nourriture ou à la bière des particules de charogne ou, après dessiccation, la poudre de charogne moulue. V. -rogōza pour s'en protéger. Ashira mu mata ibíntāzí, elle mit du poison dans son lait. || Néol. idole."
akăntāzí,,12N,"bagatelle, bricole.",n.,P572-C2,"akăntāzí, 12N, (cfr -tâzí 7), bagatelle, bricole. || Par ext. Petit enfant choyé, gâté. Cfr -tâzí 7."
ikiziba,ibi-,,"flaque d'eau, mare, nappe d'eau.",n.,P573-C1,"ikiziba, ibi-, (cfr -zib-), flaque d'eau, mare, nappe d'eau. Syn. v. 6."
intobakiziba,-tob-,9|10,enfant qui s'amuse à patauger.,n.,P573-C1,"intobakiziba, 9|10, (-tob- troubler un liquide, -ziba 7 mare), enfant qui S'amuse à patauger. Akarérembo karuta gatôyí ak’'intobakiziba, se maintenir sur leau en nageant mal vaut quand même mieux gue patauger."
inziba,-zib-,,devenue inféconde; femme stérile par action magique.,n.,P573-C1,"inziba, (cfr -zib-) devenue inféconde; femme stérile par action magique. Unyànka acīké inziba!, gue mon ennemie ne puisse plus avoir enfants !"
uruziba,-ziba,11,"étang, trou d'eau.",n.,P573-C1,"uruziba, 11, (cfr -ziba 7), étang, trou d'eau. Syn. ururíba. || Yamukubise iz'uruziba, il lui a donné une dégelée, il la bourré de coups (cfr -zibagur-), Prov. 292 (cl. 12, 2911)."
akaziba,utu-,,côte flottante des bovidés; flanc.,n.,P573-C1,"akaziba, utu-, côte flottante des bovidés; flanc."
kuziba,-zivye,,rendre stérile par un mauvais sort.,v.,P573-C1,"kuziba, -zivye, se boucher, se fermer, obstruer, être obstrué. Wāma uzívye, tu nouvres jamais la bouche, on ne pas. Kuziba inda, rendre stérile par un mauvais sort. Kuziba amatwí, rendre sourd. || Troubler leau. Prov. 310, 328, 343, 898, 1400, 1479, 1750, 3383, 3905."
akazíbabo,utu-,,blouse.,n.,P573-C1,"akazíbabo, utu-, 1213, (Rég. Mugera), blouse."
kuzibagura,-ye,,frapper à bras raccourcis.,v.,P573-C1,"kuzibagura, -ye, (cfr -zib-), rosser, frapper à bras raccourcis. || Causer des douleurs d'entrailles (verminose), provoquer des élancements."
kwîizibagura,-ye,,"se porter des coups (de poignard), se piquer à plusieurs reprises.",v.,P573-C1,"kwîizibagura, -ye, (cfr -zibagur-), se porter des coups (de poignard), se piquer à plusieurs reprises."
kuzibagurana,-ye,,s'embrocher mutuellement.,v.,P573-C1,"kuzibagurana, -ye, (cfr -zibagur-), s'embrocher mutuellement. Syn. gucúmitana. Umugòóre rumugabo bărarwanye bazibagurana imbúgitá, Phomme et la femme se sont battus et se sont portés mutuellement des coups de couteau. (Prov. -ir- 3853.)"
ikizíbaguré,ibi-,7i8,percé de trous.,n.,P573-C1,"ikizíbaguré, ibi-, 7i8, (cfr -zibagur-), percé de trous. Yâ myŭngu yarácītse ibizíbaguré kubêra abâna băyitobaguye mu gukina, ces courges sont comme des passoires; ce sont les enfants qui les ont perforées en jouant."
inzíbagútwi,-twi,,,v.,P573-C1,"inzíbagútwi, v. -twi."
kuzibaguza,-je,,poignarder; tuer à coups 'épieu.,v.,P573-C1,"kuzibaguza, -je, (cfr -zibagur-), poignarder; tuer à coups 'épieu."
ikizibakanwa,-nwa,,nwa,v.,P573-C1,"ikizibakanwa, v. -nwa."
ubuzidànda,-da,,da,v.,P573-C1,"ubuzidànda, v. -da."
akazibānnyo,-nnyo,,nnyo,v.,P573-C1,"akazibānnyo, v. -nnyo."
ikizíbazîko,-zîko,,zîko,v.,P573-C1,"ikizíbazîko, v. -zîko."
inzibe,,9,chalumeau obstrué,n.,P573-C1,"inzibe, 9, (cfr -zibir-), tjs en C, bouché. Umukenke winzibe, un chalumeau obstrué, qui n’a pas encore servi, qui a encore ses nœuds. V. kunywêsha."
kuzibira,-ye,,"boucher, obstruer, calfeutrer, barrer un passage; barricader. Endiguer.",v.,P573-C1,"kuzibira, -ye, (cfr -zib-) applic., boucher, obstruer, calfeutrer, barrer un passage; barricader. || Endiguer. || Expr. Kuzibira umunwa, faire taire. Kukazibirámwo amâhwa, avoir le bec cloué (fam.). Ndabazibira imbónero, je leur ai fermé les yeux, je les ai supprimés. Kuzibira amayira, barrer les chemins (la première cruche de bière apportée en vue des pourparlers de mariage n’était pas ramenée à la maison de peur de voir échouer les démarches : ngo boba bázibiye amayira). Prov. 795, 2057."
Abazibira,,2,bonne famille hutu,n.,P573-C1,"Abazibira, 2, bonne famille hutu."
kuzibirana,-nye,,barrer au moyen de; se barrer mutuellement le chemin.,v.,P573-C1,"kuzibirana, -nye, (cfr -zibir-), barrer au moyen de; se barrer mutuellement le chemin. Syn. gutângīrana."
kwîzibirana,-nye,,s'enfermer,v.,P573-C2,"kwîzibirana, -nye, (cfr -zibiran-), s'enfermer. Bouder, s'enfermer dans un silence boudeur."
kuzibiranya,-nije,,fermer hermétiquement,v.,P573-C2,"kuzibiranya, -nije, (cfr -zibiran-), fermer hermétiquement. Syn. gusakiranya. Imvúra yarágūye ïrazibiranya ntâ warônse abh’âcá, personne na pu passer à cause de la pluie aveuglante."
kuzibirira,-ye,,double applic.,v.,P573-C2,"kuzibirira, -ye, (cfr -zibir-), double applic., boucher dans telles circonstances. Syn. gusakirira. Ndagusavye ngo uzibírire iyi nzira aha nyéne, nihó abasima bakundá gucá, je te demande obstruer ce chemin car c'est par là que les voleurs passent d'habitude."
kuzibirīsha,-shije,,faire barrer le passage; obvier; dresser un obstacle.,v.,P573-C2,"kuzibirīsha, -shije, (cfr -zibir-), faire barrer le passage; obvier; dresser un obstacle. Soutenir au moyen de, avec. Syn. gutângiriza."
kuzibirwa,-we,,"être obstrué, être bouché.",v.,P573-C2,"kuzibirwa, -we, (cfr -zibir-), être obstrué, être bouché. Syn. gusakirwa. Iyo nzira ní yamará kuzibirwa bizonshīmiīsha, je serai content quand ce passage sera fermé."
kuzibīsha,-shije,,obstruer (par ex. le chalumeau en buvant); faire boucher.,v.,P573-C2,"kuzibīsha, -shije, (cfr -zib-), obstruer (par ex. le chalumeau en buvant); faire boucher. Syn. kugomêsha."
kuzibiza,-je,,faire boucher. Faire taire («la boucler»).,v.,P573-C2,"kuzibiza, -je, (cfr -zibir-), faire boucher. || Fig. Faire taire («la boucler»). Kuzibiza umuntu (vulg.), rabattre le caquet à qqn. Syn. kunúmya (non repris au dict.). Prov. 1448."
kuzibuka,-tse,,percer.,v.,P573-C2,"kuzibuka, -tse, (cfr -zibur-), percer."
kuzibūka,-tse,,"se déboucher, s'ouvrir",v.,P573-C2,"kuzibūka, -tse, (cfr -zibūr-) se déboucher, s'ouvrir. Cīsha urugomōzo mu mukenke ngw uzibûke, passe un brin d'herbe dans ton chalumeau pour le déboucher."
kuzibukīra,-riye,,"éviter un coup, parer un coup, éviter, échapper à, se soustraire à; s'esguiver",v.,P573-C2,"kuzibukīra, -riye, (cfr -zibur-), éviter un coup, parer un coup, éviter, échapper à, se soustraire à; s'esguiver. Syn. kunyôbanyba. « Urabóna ga Samăndari ngo urăntēra umurárwe; Samăndari ati ntûbe wâwuzibukīra, eh bien, Samandari, tu me jettes un regard féroce. Samandari alors : tu navais qwà esquiver le coup.» Prov. 2017."
kuzibukīrana,-nye,,"esauiver pareillement, se garer des deux côtés (assailli et assaillant), dégager ensemble",v.,P573-C2,"kuzibukīrana, -nye, (cfr -zibukīr-), esauiver pareillement, se garer des deux côtés (assailli et assaillant), dégager ensemble."
kuzibukïīrwa,-riwe,,"être paré, être évité (coup)",v.,P573-C2,"kuzibukïīrwa, -riwe, (cfr -zubukīr-), être paré, être évité (coup)."
kuzibura,-ye,,percer,v.,P573-C2,"kuzibura, -ye, (cfr -zibagur-), transpercer, percer. Araha icûma azibura yâ ngōna, il prit une lance et en frappa le crocodile. Amuzibura imbúgitá mu rubavu, il lui planta son couteau dans le côté. Ndabazibura uwó mu bitúgu, je leur ai envoyé une flèche entre les épaules (donc pendant qwils prenaient la fuite: je les ai mis en déroute)."
ubuzibūra,,14,celui qui ouvre la voie à une collection d'autres,n.,P573-C2,"ubuzibūra, 14, (cfr -zibūr-), «celui qui ouvre la voie à une collection d'autres », premier-né, aîné. Syn. imfúra. Ant. Kizíbizo (non repris au dict.)."
kuzibūra,-ye,,ouvrir le passage,v.,P573-C2,"kuzibūra, -ye, (cfr -zib-), ouvrir le passage, pratiquer une ouverture, dégorger, déboucher, curer un caniveau. T"
akazibūramukenke,-kenke,,,v.,P573-C2,"akazibūramukenke, v. -kenke."
kuziburuka,-tse,,se déboucher,v.,P573-C2,"kuziburuka, -tse, (cfr -ziburur-), se déboucher. Syn. kugomoroka (non repris au dict.)."
kuziburura,-ye,,"déboucher, ouvrir",v.,P573-C2,"kuziburura, -ye, (cfr -zib-), déboucher, ouvrir. Syn. kugomorora."
kuziburwa,-we,,"recevoir un coup, être transpercé",v.,P573-C2,"kuziburwa, -we, (cfr -zibur-), recevoir un coup (de poignard), être transpercé (par la lance). Kuziburwa n'îbhbwá, être piqué par une épine. Syn. gucúmitwa. || Etre troué (pot)."
kuzibūza,-je,,déboucher au moyen de,v.,P574-C1,"kuzibūza, -je, (cfr -zibūr-), déboucher au moyen de, enlever ce qui obstrue avec tel objet. Icătsi bazibûza umukenke, un brin de paille à laide duquel on débouche le chalumeau."
ikizibūzo,ibi-,718,débouchoir,n.,P574-C1,"ikizibūzo, ibi-, 718, (cfr -zibūr-), débouchoir. Syn. ikigomōzo (non repris au dict.)."
kuzibwa,-zibwe,,"être bouché, ne plus couler",v.,P574-C1,"kuzibwa, -zibwe, (cfr -zib-), être bouché, ne plus couler."
kuzîfōōra,-ye,,"jacasser, baliverner",v.,P574-C1,"kuzîfōōra, -ye (péj.), jacasser, baliverner. Var. kuzîihōra."
ikizíga,ibi-,7|8,"«qui change de couleur » cadavre humain, corps sans vie emballé dans une natte en vue de lensevelissement",n.,P574-C1,"ikizíga, ibi-, 7|8, (cfr -zíg-), «qui change de couleur » cadavre humain, corps sans vie emballé dans une natte en vue de lensevelissement. Syn. v. umupfú. Umuvyîmba traduirait plutôt charogne, cadavre gonflé. V. ugupfá."
uruzíga,-,11,cerceau fait d'un jonc ligaturé,n.,P574-C1,"uruzíga, 11, (cfr -zíg-), « qu’on entrave pour lui garder sa forme», cerceau fait d'un jonc ligaturé; le joueur doit latteindre au centre en pleine course."
kuzíga,-ze,,rendre noir,v.,P574-C1,"kuzíga, -ze, escompter, espérer. || Faire changer de couleur: rendre noir, foncer, devenir noir, teindre en noir, noircir, || Enfermer, emprisonner. Entraver la vache pendant qwon la trait. Prov. 756,"
inziga,,9|10,mauvais sort,n.,P574-C1,"inziga, 9!10, (cfr -ziígam-), mauvais sort, esprit nuisible. Inziga ikamúfata, akaba yāzízwe n'inziga, lesprit mauvais s'empara de lui et le cloua sur place. zinziga zimwé zikunda kurahira abagòre n'’abakěcuru, les femmes jeunes et vieilles emploient volontiers des imprécations où intervient le mauvais sort."
Abazígaba,-gaba,,,v.,P574-C1,"Abazígaba, v. -gaba."
akazigama,,12,rancunier,adj.,P574-C1,"akazigama, 12, (cfr -zígam-), en C, rancunier. Syn. umunyanzigo."
kuzígama,-mye,,garder,v.,P574-C1,"kuzígama, -mye, (cfr -zíg-), garder, épargner. || Garder rancune. || Protéger, garder en vie. Bītegereza kó ubwătsi bwozigáma inká, en notant bien que pourra nourrir les vaches. Prov. 62, 1344, 2810."
kwîzigama,-mye,,se protéger,v.,P574-C1,"kwîzigama, -mye, (cfr -zígam-), se protéger, prendre soin de soi. Sé, nyina cânké sé-wâbo, bafise. ubukùúru bukoméye ku mukcbwa wâbo yagîye kwabīrwa: nibó bahbanūzi bakûru mu vy ûkwîzigama, le père, la mère, ou encore son oncle, ont grande autorité sur la jeune fille qui part se marier; cest à eux qu'incombe au premier chef de la réprimander quant à ses devoirs. Prov. 445."
inzígamarúgo,-go,V,,v.,P574-C1,"inzígamarúgo, V. -go."
umuzígamyi,aba-,12,"détenteur, dépositaire",n.,P574-C1,"umuzígamyi, aba-, 12, (cfr -zígam-), détenteur, dépositaire, Umuzígamyi wumuyaga, jeteur de sorts. Syn. umunyabitēga."
inzígamyi,,9|10,économe ; femme économe,n.,P574-C2,"inzígamyi, 9|10, (cfr -zígam-), économe ; femme économe. Syn. imbîkiririzi (non repris au dict.)."
ubuzígamyi,,14,"épargne, économie",n.,P574-C2,"ubuzígamyi, 14, (cfr -zígamyi 9), épargne, économie. Syn. uburonderezi, intégabízōzá."
ikizígangóri,-gòri,,,v.,P574-C2,"ikizígangóri, v. -gòri."
kwîzigānira,-ye,,se réserver gach à son usage exclusif,v.,P574-C2,"kwîzigānira, -ye, (cfr -îziganiriz-), se réserver gach à son usage exclusif. Prov. 3341."
kuzíganiriza,-je,,"faire régulièrement des économies, économiser, mettre de côté pour qan",v.,P574-C2,"kuzíganiriza, -je, (cfr -zígany-), faire régulièrement des économies, économiser, mettre de côté pour qan. Prévoir pour telle fin; réserver pour telle circonstance. Syn. kubîkiririza."
kwîziganiriza,-je,,se réserver - quelque chose à son usage exclusif,v.,P574-C2,"kwîziganiriza, -je, (cfr -zíganiriz-), se réserver - quelque chose à son usage exclusif. Syn. kwibīkiriza (non repris au dict.). Prov. 3389."
