WORD,diff_status,WORD_OLD,WORD_NEW,DESCRIPTION_OLD,DESCRIPTION_NEW,POS_OLD,POS_NEW,AFFIX_OLD,AFFIX_NEW,NOUN_CLASS_OLD,NOUN_CLASS_NEW
17235,CHANGED,,ubutūta,,"taches noires provoquées par une dermatose. gutúta, -se, avoir des boursouflures (ampoules, bouffissures de la peau, phlyctènes, boutons de fièvre). Bagashira ku dukomére amàta y'igiti atúma hátuta, ensuite elles mettent sur les plaies le suc d'une plante qui provoque des boursouflures. Gutúta amatáma, gonfler les joues. itúta, ama-, 5|6, (cfr -tút-), butte de terre (pour planter les patates douces, etc.) de forme arrondie. Syn. ibùri. Gucá amatùúta, butter. igitùúta, ibi-, (cfr -tút-), tavelage roux et brun sur la robe noire du bétail. gutútagira, -ye, (cfr -tút-), avoir une éruption cutanée. gutútiranya, -nije, (cfr -tu 5), empaqueter ensemble, mettre en paquet des objets divers. igitútiro, ibi- 718, (cfr -tu 5), petit paquet rond, ficelé avec soin.",,n.,,,,14
17248,CHANGED,,akanyabutūtu,,,,n.,,utu-,,12
17249,CHANGED,,intútu,,couvre-chef rituel,,n.,,,,
17250,CHANGED,,igitûtú,,ombre,,n.,,ibi-,,7
17251,CHANGED,,gututuma,,faire gonfler; fermenter (pâte),,v.,,-mye,,
17260,CHANGED,,gutûtūra,,éruption,,n.,,-ye,,9|10
17261,CHANGED,,igitûêtūrwá,,"mauvaise feuille (de tabac, etc.)",,n.,,ibi-,,7i8
17262,CHANGED,,intutuyîbêre,,,,v.,,-bêre,,
17263,CHANGED,,gututuza,,germer,,v.,,-je,,7
17284,CHANGED,,igitwá,,"langue propre aux Pygmoides, manière de parler des Pygmées",,n.,,,,
17285,CHANGED,,rutwâkazi,,"sans augment, sans compil, à la manière d'une femme twa",,n.,,,,
17286,CHANGED,,gutwânga,,remuer un liquide en tournant,,v.,,-ze,,
17287,CHANGED,,intwângamâzi,,,,v.,,v.-,,
17288,CHANGED,,itwâra,,gestion; gouvernement. Transport.,,n.,,,,
17289,CHANGED,,gutwâra,,porter sur la tête.,,v.,,-ye,,
17290,CHANGED,,kwîtwara,,être son maître.,,v.,,-ye,,
17291,CHANGED,,ubutwăre,,fonction du souschef.,,n.,,,,
17325,CHANGED,,agacâmutwé,,"couper, tête, dangereux, important. une parole sévère, d'une importance capitale. un enfant indiscret, bavard. un profond sommeil.",,,,"udu-, (-cí-, -twé",,1213
17326,CHANGED,,ikirnyámitwé,,anthrax,,n,,ibi-,,7(8)
17327,CHANGED,,umurwâmutwé,,"rwa 3 agglomération, -twé 3",,"capitale, ville principale",,imi-,,3j4
17332,CHANGED,,ubutwé,,"crêtes, sommets",,n.,,,,
17333,CHANGED,,amatweka,,"étoffe d'apparat, peplum",,n.,,,,
17334,CHANGED,,gutwenga,,"rire, plaisanter, S'égayer, récréer",,v.,,-ze,,
17335,CHANGED,,kwîtwenga,,"être ridicule, se moquer de soi-même, rire de soi-même",,v.,,(cfr -tweng-),,
17360,CHANGED,,ubutwí,,petites oreilles,,,,,,14
17361,CHANGED,,ugutwí,,oreille,,noun,,ama-,,15j6
17362,CHANGED,,imbúrugutwí,,"-búr- avoir besoin de, -wí 15 oreille), tympan.",,n,,"-búr-, -wí",,910
17363,CHANGED,,ibibúrugutwí,,"manquer de, oreille",,n,,"-búr-, -twi 15",,8
17364,CHANGED,,icîmbagútwi,,"(-imb- creuser, -twí 15 oreille), otite interne. Catarrhe auriculaire.",,,,ivy-,,7i8
17365,CHANGED,,ubukúrugutwí,,cérumen,,,,,,14
17367,CHANGED,,itwîko,,tas de bois à brûler,,,,,,5
17372,CHANGED,,ubutwîtwí,,surdité partielle,,n.,,,,
17373,CHANGED,,-'tya,,"verbe défectif, (faire) ainsi, de cette façon-ci.",,V.,,,,
17374,CHANGED,,Abatyăba,,bonne famille hima,,n.,,,,2
17375,CHANGED,,kwîtyabagura,,"se laver superficiellement, se débarbouiller",,v.,,-ye,,
17376,CHANGED,,gutyâra,,être affûté.,,adjective,,-ye,,
17377,CHANGED,,gutyâriza,,"affiler, aiguiser",,,,-je,,
17378,CHANGED,,gutyâza,,"aiguiser, affûûter au moyen de.",,,,-je,,
17428,CHANGED,,kwûbarara,,"se blottir, se coller à, se mettre le long du corps de qqn, poser les mains sur ses épaules et rapprocher les corps. Kwûbararako, tomber sur, dessus, se coucher à plat ventre.",,,,-ye,,
17429,CHANGED,,umwûbashi,,"déférent, respectueux",,,,,,12
17430,CHANGED,,ubwûbashi,,"révérence, respect.",,noun,,,,14
17524,CHANGED,,urwûki,,une grande quantité de miel.,,n.,,,,11
17525,CHANGED,,utwûki,,un peu de miel.,,n.,,,,13
17526,CHANGED,,ubâki,,"miel, bière de miel.",,n.,,-uk-,,14
17527,CHANGED,,urunywâbûki,,grosses fourmis noires.,,n.,,,,11
17536,CHANGED,,icúkuryá,,v. -ryá,,,,,,
17537,CHANGED,,Abûma,,famille de Hutu.,,,,,,
17538,CHANGED,,icâma,,fer travaillé,,,,ivy-,,
17539,CHANGED,,umushîngacûùma,,"-shing- ficher, ûma 7 verge de fer",,,,aba-,,1|2
17569,CHANGED,,kwîyùmva,,ressentir,,verb,,-ïse,,
17570,CHANGED,,ikitûmvá,,sourd.,,noun,,ibi-,,718
17571,CHANGED,,intûmvá,,sourd,,,,,,910
17572,CHANGED,,kwômvana,,,,n.,,-nye,,
17573,CHANGED,,umwûmvano,,bonne entente,,n.,,,,3
17574,CHANGED,,kwûmvīkana,,être compréhensible,,v.,,-nye,,
17575,CHANGED,,icămvīkana,,sensation,,n.,,ivy-,,718
17580,CHANGED,,kwîyvùmvīra,,"anomalie du perf., penser, réfléchir.",,n.,,-iriye,,
17581,CHANGED,,kwgmvwvirana,,mal comprendre.,,v.,,-nye,,
17582,CHANGED,,kwûômvīrana,,se mesurer à.,,v.,,-nye,,
17583,CHANGED,,kwîyùmviriza,,"s’'essayer à: revenir à la santé, faire ses premiers pas (convalescent).",,v.,,-je,,
17640,CHANGED,,kwungunganya,,"atouter continuellement des objets, des parts.",,,,-nije,,
17641,CHANGED,,kwîyùngunganya,,se réunir,,,,-nije,,
17642,CHANGED,,kwîyùngura,,"se hausser, se grandir",,,,-ye,,
17643,CHANGED,,kwungurira,,agrandir,,applic.,,-ye,,
17684,CHANGED,,icûririzo,,ce qui permet de monter,,n.,,ivy-,,
17685,CHANGED,,kwûrirwa,,escaladé,,n.,,-we,,
17686,CHANGED,,intûôrírwa,,arbre forestier au tronc épineux,,n.,,,,
17687,CHANGED,,kwîyuriza,,"se hisser, grimper seul. Syn. kwidūza.",,,,-je,,
17700,CHANGED,,kwururutsa,,aider à descendre,,v.,,-kije,,
17701,CHANGED,,kwîyutura,,se gratter pour nettoyer ses plaies.,,,,-ye,,
17702,CHANGED,,kwuturana,,débrider une plaie avec tel sentiment; enlever les escarres Pun de lautre.,,,,-nye,,
17703,CHANGED,,kwutuza,,curer ses plaies au moyen de; faire nettoyer les plaies.,,,,-je,,
17716,CHANGED,,icūzo,,remède contre les dangers,,n.,,,,
17717,CHANGED,,kwûzukuranya,,se taquiner,,v.,,-nije,,
17718,CHANGED,,umwăùzukuru,,petit-fils,,n.,,ab-,,12
17719,CHANGED,,ubwŭùŭzukuruza,,postérité,,n.,,cfr -ŭzukuruza 1,,14
17744,CHANGED,,kwûzwa,,être lié d'amitié,,n.,,-ûjwe,,
17745,CHANGED,,kuva,,"venir de, sortir de",,v.,,-vūye,,
17746,CHANGED,,kwîva,,"sortir tout seul, se précipiter",,v.,,-îvūye,,
17747,CHANGED,,kuva,,"depuis, à partir de",,prep,,,,
17764,CHANGED,,umuvâmvagaro,,"égaillés, éparpillés, dispersés.",,,,,,3
17765,CHANGED,,kuvāna,,"emporter avec soi. Obtenir. Retirer de, enlever, ôter.",,verb,,-nye,,
17766,CHANGED,,kwîvāna,,"se tirer de, s’'ôter, se délivrer.",,"se tirer de, s’'ôter, se délivrer.",,-nye,,
17820,CHANGED,,umuvinyu,,,,n.,,imi-,,
17821,CHANGED,,imvinyu,,variante du précédent,,n.,,,,910
17822,CHANGED,,ikivīra,,lance foliolée,,n.,,ibi-,,7|8
17823,CHANGED,,kuvīra,,"applic., sortir de (se dit des choses); couler sur. Kuvīráko, laisser en plan.",,v.,,-ye,,
17836,CHANGED,,imvo,,"origine; motif, cause.",,,,,,9110
17837,CHANGED,,umūûvo,,fossé d'écoulement creusé par les eaux.,,,,,,3l4
17838,CHANGED,,nyamivo,,eau de ruissellement,,n,,,,9a
17839,CHANGED,,kuvōba,,"être trempé, être imbibé d'eau. || Seffondrer (maison minée par les pluies). || Se creuser (rigoles); s'éroder.",,être,,-vye,,
17852,CHANGED,,kuvoōmēsha,,faire puiser; puiser au moyen de.,,v.,,-sheje,,
17853,CHANGED,,ikivomēsho,,récipient qui sert à puiser; seau.,,n.,,1bi-,,7|8
17854,CHANGED,,ivomo,,"source où Pon puise, fontaine, puits.",,n.,,ama-,,56
17855,CHANGED,,kuvomwa,,être puisé,,v.,,-mwe,,
17860,CHANGED,,kuvōtagiza,,enfoncer à plusieurs reprises,,v.,,-je,,
17861,CHANGED,,kuvōtora,,"donner beaucoup, donner à pleines mains",,v.,,-ye,,
17862,CHANGED,,kuvotorera,,"applic., être généreux envers gan, donner sans compter",,v.,,-ye,,
17863,CHANGED,,kuvōtorora,,"avoir le geste large, être généreux",,v.,,-ye,,
17868,CHANGED,,ivú,,terre; poussière,,n.,,,,9|10
17869,CHANGED,,amavú,,"racaille, gens détestables, la canaille",,n.,,,,6
17870,CHANGED,,akavá,,"un peu de terre, une pincée de poussière",,n.,,,,12
17871,CHANGED,,umuvuba,,soufflet de forge,,n.,,imi-,,
17892,CHANGED,,ivûbwe,,herbe employée par le faiseur de pluie pour provoquer des précipitations.,,,,ama-,,
17893,CHANGED,,kuvúduka,,"se libérer de la tension: se rompre subitement (corde). || Se précipiter à partir un bond, foncer.",,,,-tse,,
17916,CHANGED,,kuvúgira,,dire de qqn.,,applic.,,-ye,,
17917,CHANGED,,kwîvugira,,"parler tout seul. Clamer. Se vanter. Prov. 65, 1864-1866.",,,,-ye,,
17918,CHANGED,,kuvúgiranwa,,"être interrompu, se voir couper la parole.",,verb,,-nywe,,
17919,CHANGED,,umuvugíre,,mode du verbe.,,verb_mode,,imi-,,
17957,CHANGED,,kuvûka,,"naître, venir au monde, voir le jour.",,,,-tse,,
17958,CHANGED,,abavûkana,,frères,,,,,,2
17959,CHANGED,,kuvgkana,,"naître en même temps; naître avec; être du même sang, avoir le même père. || Etre congénital. Avoir naturellement, posséder tel don, être doué de.",,,,-nye,,
17976,CHANGED,,ikivūāmanyi,,ravisseur,,n.,,ibi-,,18
17977,CHANGED,,umuvumba,,rive,,n.,,imi-,,3|4
17978,CHANGED,,uruvumba,,"amas d'herbes et de poussières. Touffe d'herbe coupée menu. Terre en friche à côté dun champ sous culture. Imvumba, tas de paille, d'herbes, de fanes. Gutôragura imvumba zivyătsi, ramasser des brins d'herbes. Escarbilles, cendres volantes, cendres chaudes. Kuryá iïmvumba, être confus, honteux, humilié. -vye, quémander à boire, se faire offrir de la boisson. Kuvûmba urusâku, mettre son nez partout, être curieux. || Par ext. fréquenter, s'associer à Umwămi arabatāsha, ngo ntimúbe imbango mu-mbāzano, muravumba inturíre, ntimúvumbe innnyaruguru, le roi vous mande et vous recommande d'éviter les vaches de condition inférieure, fréquentez les vaches racées mais ne vous commettez pas avec les métissées. Prov. 130, 522, 2015, 2373, 2562, 2656, 2672.",,n.,,im-,,
17979,CHANGED,,urwâvumbá,,"escarbille, cendres qui se lèvent au-dessus d'un feu",,n.,,ivy-,,1118
18004,CHANGED,,kwîvumburira,,mettre sa décision à exécution: expérimenter soi-même.,,v.,,-ye,,
18005,CHANGED,,umuvûâmbuzi,,rabatteur.,,n.,,aba-,,12
18006,CHANGED,,ikivâmbuzi,,"tempête : tornade, ouragan, bourrasque, cyclone, tourbillon « qui emporte la poussière »",,n.,,ibi-,,7|8
18007,CHANGED,,ikivûme,,"maudit, réprouvé.",,adj.,,ibi,,748
18024,CHANGED,,kuvumvumukana,,"rejeter son dépit sur autrui, se retourner contre qqn.",,v.,,-nye,,
18025,CHANGED,,kuvûômvura,,"faire son trou (cétoine). Ikivûmvûúri kiravûmvura, le cétoine taraude.",,v.,,-ye,,
18026,CHANGED,,kuvûâmvūra,,être légèrement gris; parler une voix pâteuse (ivrogne).,,v.,,-ye,,
18027,CHANGED,,ikivûmvûúri,,insecte : cétoine. Bourdon.,,n.,,ibi,,
18120,CHANGED,,ubuvunyi,,"défense, secours, protection, patronage.",,,,,,14
18121,CHANGED,,kuvura,,"se coaguler, épaissir, cailler, Etre frustré, privé de.",,,,-ze,,
18122,CHANGED,,kuvūra,,"soigner un malade, traiter un malade, médicamenter.",,"soigner un malade, traiter un malade, médicamenter.",,-ye,,
18123,CHANGED,,ikivúra,,"averse. Syn. nyamwcndo. Ikivúra cïínshi, une grosse pluie. Ikivúra c'isegenya kiragwa, il tombe une pluie diluvienne.",,,,ibi-,,7|8
18125,CHANGED,,agacîkàmvúra,,"fin de la pluie, début de la saison sèche.",,,,udu-,,12|13
18126,CHANGED,,akavúára,,"un peu de pluie, une ondée.",,,,,,12
18127,CHANGED,,buvúra,,"sans augment, sans compl., à de la pluie, comme la pluie d'orage.",,,,,,14a
18128,CHANGED,,mvūrá,,"des balivernes, beaucoup de notuvelles qui ne valent pas la peine d'être racontées. fnyishu itagirá mvūrá, une réponse Qui mwen est pas une. Umwishimiro w'ibitágirá mvūrá, la vaine espérance,",,example,,-vo,,9
18129,CHANGED,,kuvūrana,,se soigner Pun lautre; soigner à laide de.,,,,-nye,,
18131,CHANGED,,kuvgravūra,,"rentrer sous terre, être confondu, humilié.",,,,-ye,,
18168,CHANGED,,ikivúta,,"matière visqueuse, gluante, graisseuse",,n.,,ibi-,,718
18169,CHANGED,,buvúta,,"sans augment, sans compl., huileux; doux au toucher",,n.,,,,14a
18170,CHANGED,,kuvútagura,,"frapper à coups redoublés : battre le beurre, faire une motte de beurre",,v.,,-ye,,
18171,CHANGED,,kuvútagurika,,"produire des grumeaux, se disperser en agglomérats",,v.,,-tse,,
18204,CHANGED,,ikivūza,,courge conservée pour la graine.,,,,ibi-,,78
18205,CHANGED,,kuvūza,,faire soigner,,V,,-je,,
18206,CHANGED,,kwîvūza,,se faire soigner,,,,-je,,
18207,CHANGED,,kuvúza,,"faire parler. Faire résonner. carillonner. se lamenter (pleureuses). jouer de la flûte. siffler avec un sifflet. gratter sa gale, ses chiques. boire. danser. jouer du bâton, frapper. jeter des pierres à ggn.",,faire,,-gije,,
18208,CHANGED,,kwîvuza,,résonner de soimême.,,,,-gije,,
18210,CHANGED,,umuvúzampûndu,,(-vúz- et -hŭûndu 10 « qui fait pousser des cris de joie»),,,,imi-,,3|4
18211,CHANGED,,ubuvūzi,,"art de guérir, médecine. Syn. ubuganga (sw.).",,,,,,14
18216,CHANGED,,akavûzo,,"couleur tavelée noir, brun et gris de la robe du bétail. Inká y'akavûzo, une vache tavelée.",,,,,,12
18217,CHANGED,,ikivûzovûûzo,,"lie, dépôt, précipitation de la bière après fermentation. Gukûra ibivôzovûzo mu-nzóga y'indimano, décanter la bière de sorgho.",,n,,ibi-,,7|8
18218,CHANGED,,uruvûzovûzo,,couleur pie,,,,,,11
18244,CHANGED,,kuvyârirana,,se multiplier,,n.,,-nye,,
18245,CHANGED,,umuvyâro,,"bouture, plant, rejeton",,n.,,imi-,,34
18246,CHANGED,,ikivyâro,,"germe, bouton de pianique",,n.,,ibi-,,7|8
18247,CHANGED,,uruvyâro,,descendance,,n.,,im-,,1110
18256,CHANGED,,kuvyârwa,,être mis au monde,,v.,,-we,,
18257,CHANGED,,ikivyărwa,,mulâtre,,adj.,,ibi-,,
18258,CHANGED,,kwîvyaza,,accoucher seule sans Paide d'autrui,,v.,,-je,,
18259,CHANGED,,ikivyâzamashûri,,,,v.,,v.-shŭri,,
18260,CHANGED,,umuvyâzi,,"accoucheuse, sage-femme, matrone",,n.,,aba-,,1|2
18261,CHANGED,,kuvyêsūra,,étrangler,,v.,,-ye,,
18262,CHANGED,,umuvyêyi,,"géniteur, génitrice, parent (père et mère)",,n.,,aba-,,1|2
18263,CHANGED,,kivyêyi,,"sans augment, sans compl., en parent, maternellement",,n.,,,,7a
18268,CHANGED,,akavyí,,poison,,n.,,,,12
18269,CHANGED,,ubuvyìbúhe,,"corpulence, embonpoint; rondeurs dun enfant potelé, poupard",,n.,,,,14
18270,CHANGED,,kuvylbuhira,,"applic., engraisser, prendre du poids",,v.,,-ye,,
18271,CHANGED,,kuvylbuhisha,,"rendre gros, engraisser, faire engraisser",,v.,,-shije,,
18292,CHANGED,,kuvyîmvya,,"enfler, gonfler. umutíma, attrister, décourager (qui a le cœur gros).",,,,-bije,,
18293,CHANGED,,umuvyîmvyi,,contusion,,,,imi-,,314
18294,CHANGED,,ivyína,,ronde populaire,,,,,,5
18295,CHANGED,,kuvyína,,"danser et chanter, exulter. Faire des rondes populaires.",,V.,,-nnye,,
18312,CHANGED,,imvyíriré,,"terrain défriché pour Péleusine; défrichement. Mu-mvyíriré, à l'époque où lon défriche. Syn. intěbu. Gukúbita imvyíriré, défricher un champ destiné à Péleusine,",,n.,,,,9
18313,CHANGED,,imvyíriro,,"manière de défricher. umuvyìrisho, imi-, 314, tigue des bestiaux; parasite du bétail. kuvyíriza, -je, (cfr -vyírir-), faire défricher; aider à défricher. Syn. guhetēsha. umuvyíro, imi- 314, (cfr -vyíro 9), suie (sur une cruche), noir de fumée. || Inká y'umuvyíro, une vache noire. — La suie servait à teinter les éclats de bambou employés en vannerie., Prov. 388, 943, 996, 1159, 3988. imvyíro, 9)10, (cfr -vyìruk-), crasse, saleté (sur le corps).",,n.,,,,9|10
18314,CHANGED,,uruvyíro,,couche de sute.,,n.,,,,11
18315,CHANGED,,kuvyíronza,,"serpenter, être sinueux. Syn. kwîgōbēra.",,v.,,-je,,
18328,CHANGED,,kuvyûka,,se lever.,,verb,,-tse,,
18329,CHANGED,,kuvyûkana,,"se lever avec, à la même heure.",,verb,,-nye,,
18330,CHANGED,,kuvyûûkīra,,aller paître avant la traite (bétail),,V.,,-riye,,
18331,CHANGED,,kuvyûkirana,,reprendre son équilibre,,,,-nye,,
18376,CHANGED,,kuyágamvya,,"créer du désordre, mettre le trouble",,v.,,-mbije,,
18377,CHANGED,,nyaganănde,,,,v.,,,,
18378,CHANGED,,umuyagànkùúba,,,,v.,,-kúba,,
18379,CHANGED,,kuyágara,,disperser; troubler llordre,,v.,,-ye,,
18400,CHANGED,,rwîyāgo,,"sans augment, sans compl., en loc.: Gusenga rwîyāgo, avoir recours à qqn qui fait la sourde oreille.",,,,,,
18401,CHANGED,,kuyāgwa,,"faire lobjet une conversation; être lobjet de propos, être renommé",,verb,,-zwe,,
18403,CHANGED,,umuyangayanga,,"marchand ambulant, voyageur de commerce, trafiquant ambulant, colporteur (de viande)",,,,aba-,,12
18420,CHANGED,,umuyāzi,,"bon causeur, sociable, aimable, gentil, rieur, enjoué. Syn. ingânirizi.",,,,aba-,,112
18422,CHANGED,,umuyėbe,,dont les fruits servent de toupies aux enfants et de grelots aux danseurs.,,,,imi-,,3l4
18423,CHANGED,,umunyámiyėbe,,danseur portant aux jambes des mayebe.,,,,aba-,,1|2
18520,CHANGED,,akayingo,,"complainte, chansonnette",,,,utu-,,12|13
18521,CHANGED,,Abayira,,bonne famile hutu,,,,,,
18522,CHANGED,,umuyira,,"trace, piste; piste des rats; piste d'animaux.",,,,imi-,,34
18532,CHANGED,,umuyírwe,,"plantation dense, serrée",,Noun,,,,3
18533,CHANGED,,mùûyo,,,,interjection,,,,
18534,CHANGED,,kwîyo,,aussi,,v.,,,,0
18535,CHANGED,,kuyoba,,"passer outre, transgresser; commettre un crime de lèse-mnajesté.",,verb,,-vye,,
18572,CHANGED,,kuyobora,,"remettre dans le bon chemin, montrer la route.",,v.,,-ye,,
18573,CHANGED,,kuyoborana,,s'escorter mutuellement.,,v.,,-nye,,
18574,CHANGED,,kuyoborera,,"applic., conduire à tel endroit; diriger vers.",,v.,,-ye,,
18575,CHANGED,,kuyoboza,,"faire avancer, faire conduire, demander son chemin",,,,"-je, -ie",,
18580,CHANGED,,nyamáyogá,,insecte non identifié,,n.,,",",,
18581,CHANGED,,inzóga,,"bière, boisson fermentée",,n.,,,,9|10
18582,CHANGED,,akayòga,,"un peu de bière, quelques gorgées de bière",,n.,,,,
18583,CHANGED,,umunyăyogá,,Bridelia duvigneaudii J. LEONARD,,n.,,imi-,,
18648,CHANGED,,ikiyonga,,"tresse, mèche de cheveux torsadés et agglomérés par du beurre rance mélangé d’ocre; coiffure des jeunes filles ou des enfants.",,n.,,ibi-,,718
18649,CHANGED,,uruyonga,,"tutu, vêtement à franges tressé avec des cordes.",,n.,,inyonga,,11110
18650,CHANGED,,ubuyonga,,"frange, tresses, torsades en écorce de ficus attachées à la ceinture et portées à la manière d'une jupe.",,n.,,,,14
18651,CHANGED,,inyônga,,,,v.,,V.-,,
18692,CHANGED,,kwîyōza,,"se faire vomir, employer tel produit comme vomiti.",,,,-je,,
18693,CHANGED,,yū!,,"interjection exprimant la douleur, la souffrance, l'admiration",,,,,,
18694,CHANGED,,kuyûba,,"jouer, s'amuser, toucher à tout (enfant); folâtrer.",,,,-vye,,
18695,CHANGED,,kuyúgumbwa,,"être balancé, bercé; branler. Karayúgumbwa ?, (énigme), qui ne se sent pas en sûreté 2? ubuúro mu-ngásīro, de léleusine entre les pierres à moudre.",,,,,,
18696,CHANGED,,ikiyúgňri,,champ où le maïs a été récolté.,,,,ibi-,,
18697,CHANGED,,kuyúgwayugwa,,"troublé, s'irriter.",,,,-yúgwayuzwe,,
18699,CHANGED,,umusámànzúki,,"happer, abeilles), guêpier (oiseau) : Merops apiaster; Meliittophagus lafresnayi; M. pusillus.",,n,,"-sám-, -yúki",,314
18704,CHANGED,,samáyumba,,ogre,,n.,,,,
18705,CHANGED,,kuyĉêmbayaumba,,marcher péniblement,,v.,,-vye,,
18706,CHANGED,,umuyumbira,,Gynura amplexicaulis OLIV,,n.,,imi-,,3l4
18707,CHANGED,,Kiyumpu,,préf. ki- tonalité inconnue,,n.,,,,15a
18740,CHANGED,,umunyandànzīzá,,"ventre, siège des sentiments, bon",,n.,,aba-,,12
18741,CHANGED,,amănzīzá,,vanité,,n.,,,,6N
18742,CHANGED,,umùza,,trace de liquide,,n.,,,,3
18743,CHANGED,,ikiza,,"trou dans lequel on plante, sème",,n.,,ibi-,,7|8
18752,CHANGED,,inzâmo,,,,n.,,Vv.-,,
18753,CHANGED,,izămu,,"veille, tour de garde",,n.,,,,9i
18754,CHANGED,,umunyêzămu,,"gardien, sentinelle qui dort normalement couché près de l'habitation ou des marchandises qu’on lui confie",,n.,,aba-,,1|2
18755,CHANGED,,akazāmāūra,,provisions de route,,n.,,utu-,,1213
18760,CHANGED,,kūzana,,"apporter, amener; procurer; produtre, causer, susciter",,v.,,-nye,,
18761,CHANGED,,kwîzana,,"venir par ses propres Moyens, s amener, venir seul",,v.,,-nye,,
18762,CHANGED,,umuzána,,"lacet, ficelle, corde, cordon",,n.,,imi-,,
18763,CHANGED,,ubuzána,,"amas de ficelles, de cordes",,n.,,,,
18776,CHANGED,,akazângazânga,,"crépuscule, la brune",,,,,,12
18777,CHANGED,,akazângé,,la tombée de la nuit.,,,,,,12
18778,CHANGED,,kūzanira,,"(cfr applic., apporter à qqn; rapporter, amener pour. Valoir, procurer.)",,,,-ye,,
18779,CHANGED,,kūzanirwa,,recevoir. || Etre importé.,,Verb,,-we,,
18780,CHANGED,,Cizanye,,,,n.,,,,
18781,CHANGED,,inzanyi,,,,n.,,,,9|10
18782,CHANGED,,akanzanza,,,,n.,,,,12N
18783,CHANGED,,inzânzá,,,,n.,,,,9|10
18788,CHANGED,,kuzanzamurwa,,être éveillé en sursaut.,,,,-wee,,
18789,CHANGED,,kuzanzuka,,être anéanti,,,,-tse,,9
18790,CHANGED,,ikizara,,grave famine,,,,,,7
18792,CHANGED,,kuzārūka,,"élever la voix; labauder. || Se dresser. S'exciter. || Se soulever, enir à la surface (dépôt dans un liquide).",,v.,,-tse,,
18793,CHANGED,,kuzārūkana,,"redresser, etirer ensemble.",,v.,,-nye,,
18794,CHANGED,,kuzêbanya,,poursuivre de ses sollicitations.,,,,-nije,,
18795,CHANGED,,inzēduka,,"accident, malheur.",,,,-zēdukir-,,9|10
18808,CHANGED,,kuzêmbagirira,,s'agiter,,verb,,-ye,,
18809,CHANGED,,kuzêmbagiriza,,rendre nerveux.,,,,-je,,
18810,CHANGED,,umuzêmbagiro,,"(cfr -zêmbagir-), surmenage, zèle exagéré.",,,,imi-,,
18828,CHANGED,,kwîzēra,,"se confier en, compter sur, mettre sa confiance dans",,v.,,-ye,,
18829,CHANGED,,kuzéragira,,vagabonder,,v.,,-ye,,
